id,problem_id,question,answer,tag
57,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 1;
  while (i - 1 < n) {
    result *= i;
    i++;
  }
  return result;
}
",1
58,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 0;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
59,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = -1;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
60,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n > i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
61,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  while (0 <= n - 1) {
    result *= n;
    n--;
  }
  return result;
}
",1
62,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = n;
  while (i >= 1) {
    result *= i;
    i--;
  }
  return result;
}
",1
63,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 2;
  while (n + 1 > i) {
    result *= i;
    i++;
  }
  return result;
}
",1
64,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  while (1 < n) {
    result *= n;
    n--;
  }
  return result;
}
",1
65,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
66,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = -1;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
67,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = n;
  while (i > 0) {
    result *= i;
    i--;
  }
  return result;
}
",1
68,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 2;
  while (i - 1 < n) {
    result *= i;
    i++;
  }
  return result;
}
",1
69,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (i <= n) {
    result *= i;
    i++;
  }
  return result;
}
",1
70,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  while (1 < n) {
    result *= n;
    n--;
  }
  return result;
}
",1
71,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (n > i - 1) {
    i++;
  }
  return result;
}
",2
72,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i + 1 <= n) {
    result += n;
    i++;
  }
  return result;
}
",2
73,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (i + 1 <= n) {
    result *= i;
    i++;
  }
  return result;
}
",2
74,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (n >= i) {
    result -= i;
    i++;
  }
  return result;
}
",2
75,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result -= i + 1;
    i++;
  }
  return result;
}
",2
76,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result /= i;
    i++;
  }
  return result;
}
",2
77,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = n;
  while (1 <= i) {
    result *= n;
  }
  return result;
}
",2
78,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (n > i) {
    result /= n;
  }
  return result;
}
",2
79,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (i <= n) {
    result *= i;
  }
  return result;
}
",2
80,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (i <= n) {
    result += i;
  }
  return result;
}
",2
81,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i <= n) {

  }
  return result;
}
",2
82,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i + 1 <= n) {
    result *= n;
  }
  return result;
}
",2
83,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (0 < i) {
    result *= n;
  }
  return result;
}
",2
84,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i <= n - 1) {
    result /= i + 1;
    i++;
  }
  return result;
}
",2
85,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i <= n) {
    result += i;
    i++;
  }
  return result;
}
",2
86,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = n;
  while (i - 1 >= 0) {
    result += n;
  }
  return result;
}
",2
87,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (0 <= i - 1) {
    result -= i;
    i--;
  }
  return result;
}
",2
88,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (n > i - 1) {
    result /= i;
  }
  return result;
}
",2
89,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 2;
  while (i <= n) {
    result /= n;
    i++;
  }
  return result;
}
",2
90,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result /= i + 1;
    i++;
  }
  return result;
}
",2
91,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    i++;
  }
  return result;
}
",2
92,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (i > 0) {
    result /= n;
    i--;
  }
  return result;
}
",2
93,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 1;
  while (n >= i) {
    result += n;
  }
  return result;
}
",2
94,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 2;
  while (n + 1 > i) {
    result += n;
  }
  return result;
}
",2
95,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result += i + 1;
    i++;
  }
  return result;
}
",2
96,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (1 <= i) {
    result -= i;
  }
  return result;
}
",2
97,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = n;
  while (0 <= i - 1) {
    result += i;
    i--;
  }
  return result;
}
",2
98,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  while (0 <= n - 1) {
    result /= n;
    n--;
  }
  return result;
}
",2
99,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (i > 0) {
    result += i;
    i--;
  }
  return result;
}
",2
100,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 2;
  while (n + 1 > i) {
    result /= n;
    i++;
  }
  return result;
}
",2
101,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i - 1 < n) {
    result += i;
  }
  return result;
}
",2
102,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (n >= i) {
    result /= i;
    i++;
  }
  return result;
}
",2
103,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i + 1 <= n) {
    result -= i;
    i++;
  }
  return result;
}
",2
104,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 1;
  while (i - 1 < n) {
    result -= i;
    i++;
  }
  return result;
}
",2
105,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  while (n - 1 >= 0) {
    result += n;
  }
  return result;
}
",2
106,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (i + 1 <= n) {
    result *= i;
    i++;
  }
  return result;
}
",3
107,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = 0;
  while (i + 1 <= n) {
    i++;
  }
  return result;
}
",3
108,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n >= i + 1) {
    result -= n;
  }
  return result;
}
",3
109,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 2;
  while (n >= i) {
    i++;
  }
  return result;
}
",3
110,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 0;
  while (n > i) {
    result *= i;
  }
  return result;
}
",3
111,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 1;
  while (n >= i) {
    result -= i;
    i++;
  }
  return result;
}
",3
112,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n >= i + 1) {
    result *= n;
    i++;
  }
  return result;
}
",3
113,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n >= i + 1) {
    result -= n;
    i++;
  }
  return result;
}
",3
114,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 2;
  while (i <= n) {
    result *= i;
  }
  return result;
}
",3
115,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (i <= n - 1) {
    result /= i + 1;
    i++;
  }
  return result;
}
",3
116,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 0;
  while (i <= n) {
    result -= i;
    i++;
  }
  return result;
}
",3
117,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = n;
  while (i > 0) {
    result -= n;
  }
  return result;
}
",3
118,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = n;
  while (0 <= i - 1) {
    result *= n;
    i--;
  }
  return result;
}
",3
119,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 2;
  while (n + 1 > i) {
    result /= n;
  }
  return result;
}
",3
120,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 2;
  while (n - 1 >= i) {
    result *= i;
    i++;
  }
  return result;
}
",3
121,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (n - 1 >= i) {
    result -= i;
    i++;
  }
  return result;
}
",3
122,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (n + 1 > i) {
    result /= n;
  }
  return result;
}
",3
123,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n - 1 >= i) {
    result /= n;
    i++;
  }
  return result;
}
",3
124,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = n;
  while (0 < i) {
    result *= n;
    i--;
  }
  return result;
}
",3
125,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  while (n > 0) {
    result += n;
    n--;
  }
  return result;
}
",3
126,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 1;
  while (n > i - 1) {
    result *= n;
    i++;
  }
  return result;
}
",3
127,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (i - 1 < n) {
    result /= i;
    i++;
  }
  return result;
}
",3
128,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 2;
  while (i <= n - 1) {
    result /= n;
    i++;
  }
  return result;
}
",3
129,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = 2;
  while (i < n + 1) {
    result *= n;
  }
  return result;
}
",3
130,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  while (n > 1) {
    result /= n;
  }
  return result;
}
",3
131,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  while (n > 1) {
    result += n;
    n--;
  }
  return result;
}
",3
132,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = n;
  while (0 <= i - 1) {
    result /= n;
    i--;
  }
  return result;
}
",3
133,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (n > i - 1) {

  }
  return result;
}
",3
134,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (i + 1 <= n) {
    result /= i + 1;
  }
  return result;
}
",3
135,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 2;
  while (i > 0) {
    result += n;
  }
  return result;
}
",3
136,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = 0;
  while (i + 1 <= n) {
    result += n;
  }
  return result;
}
",3
137,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n - 1 >= i) {
    result += n;
    i++;
  }
  return result;
}
",3
138,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 2;
  while (i - 1 < n) {
    result -= i;
  }
  return result;
}
",3
139,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 2;
  while (n + 1 > i) {
    result /= n;
    i++;
  }
  return result;
}
",3
140,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 2;
  while (n > i - 1) {
    result /= i;
    i++;
  }
  return result;
}
",3
141,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i <= n) {
    result *= i + 1;
    i++;
  }

}
",4
142,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i >= n) {
    result *= i;
    i++;
  }
  return i;
}
",4
143,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i >= n) {
    result *= i;
    i++;
  }
  return result;
}
",4
144,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (i < 1) {
    result *= i;
    i--;
  }
  return result;
}
",4
145,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (i > n - 1) {
    result *= i + 1;
    i++;
  }
}
",4
