id,problem_id,question,answer,tag
44,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  while (1 <= n) {
    result *= n;
    n--;
  }
  return result;
}
",0
45,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
46,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
47,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (i <= n - 1) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
48,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i <= n - 1) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
49,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (i + 1 <= n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
50,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i + 1 <= n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
51,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n > i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
52,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (n > i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
53,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n - 1 >= i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
54,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (n - 1 >= i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
55,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
56,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (n >= i + 1) {
    result *= i + 1;
    i++;
  }
  return result;
}
",0
57,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (i - 1 < n) {
    result *= i;
    i++;
  }
  return result;
}
",1
58,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 1;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
59,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 2;
  while (i > 0) {
    result *= i;
    i--;
  }
  return result;
}
",1
60,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 0;
  while (n - 1 >= i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
61,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 2;
  while (i < n + 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
62,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 0;
  while (i - 1 >= 0) {
    result *= i;
    i--;
  }
  return result;
}
",1
63,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 1;
  while (n + 1 > i) {
    result *= i;
    i++;
  }
  return result;
}
",1
64,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = n;
  while (i >= 1) {
    result *= i;
    i--;
  }
  return result;
}
",1
65,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  while (1 <= n) {
    result *= n;
    n--;
  }
  return result;
}
",1
66,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 0;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
67,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = 1;
  while (i < n + 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
68,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 2;
  while (i <= n) {
    result *= i;
    i++;
  }
  return result;
}
",1
69,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 2;
  while (i <= n) {
    result *= i;
    i++;
  }
  return result;
}
",1
70,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = n;
  while (i - 1 >= 0) {
    result *= i;
    i--;
  }
  return result;
}
",1
71,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 0;
  while (i <= n) {
    result *= i;
    i++;
  }
  return result;
}
",1
72,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 1;
  while (n >= i) {
    result *= i;
    i++;
  }
  return result;
}
",1
73,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 0;
  while (1 <= i) {
    result *= i;
    i--;
  }
  return result;
}
",1
74,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
75,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
76,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 2;
  while (i - 1 < n) {
    result *= i;
    i++;
  }
  return result;
}
",1
77,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 0;
  while (i > 0) {
    result *= i;
    i--;
  }
  return result;
}
",1
78,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 1;
  while (i - 1 < n) {
    result *= i;
    i++;
  }
  return result;
}
",1
79,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 0;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
80,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = -1;
  while (n > i - 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
81,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n > i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
82,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  while (0 <= n - 1) {
    result *= n;
    n--;
  }
  return result;
}
",1
83,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = n;
  while (i >= 1) {
    result *= i;
    i--;
  }
  return result;
}
",1
84,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 2;
  while (n + 1 > i) {
    result *= i;
    i++;
  }
  return result;
}
",1
85,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  while (1 < n) {
    result *= n;
    n--;
  }
  return result;
}
",1
86,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
87,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = -1;
  while (i < n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
88,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = n;
  while (i > 0) {
    result *= i;
    i--;
  }
  return result;
}
",1
89,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 2;
  while (i - 1 < n) {
    result *= i;
    i++;
  }
  return result;
}
",1
90,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = -1;
  while (i <= n) {
    result *= i;
    i++;
  }
  return result;
}
",1
91,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  while (1 < n) {
    result *= n;
    n--;
  }
  return result;
}
",1
92,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = 0;
  while (n - 1 >= i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
93,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 0;
  while (i < n + 1) {
    result *= i;
    i++;
  }
  return result;
}
",1
94,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  while (0 < n) {
    result *= n;
    n--;
  }
  return result;
}
",1
95,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = -1;
  while (n >= i) {
    result *= i;
    i++;
  }
  return result;
}
",1
96,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 1;
  while (n + 1 > i) {
    result *= i;
    i++;
  }
  return result;
}
",1
97,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 2;
  while (n > i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
98,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  let i = 0;
  while (n >= i + 1) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
99,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 1;
  while (n >= i) {
    result *= i;
    i++;
  }
  return result;
}
",1
100,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 2;
  while (1 <= i) {
    result *= i;
    i--;
  }
  return result;
}
",1
101,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = -1;
  let i = 0;
  while (i + 1 <= n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
102,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  while (0 < n) {
    result *= n;
    n--;
  }
  return result;
}
",1
103,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = -1;
  while (i + 1 <= n) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
104,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = -1;
  while (n + 1 > i) {
    result *= i;
    i++;
  }
  return result;
}
",1
105,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 0;
  while (n >= i) {
    result *= i;
    i++;
  }
  return result;
}
",1
106,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 2;
  while (n >= i + 1) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
107,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = -1;
  while (n - 1 >= i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
108,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 2;
  while (n >= 1) {
    result *= n;
    n--;
  }
  return result;
}
",1
109,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = 0;
  while (n - 1 >= i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
110,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 2;
  while (i >= 1) {
    result *= i;
    i--;
  }
  return result;
}
",1
111,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 0;
  let i = n;
  while (0 < i) {
    result *= i;
    i--;
  }
  return result;
}
",1
112,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 0;
  while (n > i) {
    result *= i + 1;
    i++;
  }
  return result;
}
",1
113,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (n > i - 1) {
    i++;
  }
  return result;
}
",2
114,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i + 1 <= n) {
    result += n;
    i++;
  }
  return result;
}
",2
115,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (i + 1 <= n) {
    result *= i;
    i++;
  }
  return result;
}
",2
116,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (n >= i) {
    result -= i;
    i++;
  }
  return result;
}
",2
117,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result -= i + 1;
    i++;
  }
  return result;
}
",2
118,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result /= i;
    i++;
  }
  return result;
}
",2
119,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = n;
  while (1 <= i) {
    result *= n;
  }
  return result;
}
",2
120,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (n > i) {
    result /= n;
  }
  return result;
}
",2
121,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (i <= n) {
    result *= i;
  }
  return result;
}
",2
122,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (i <= n) {
    result += i;
  }
  return result;
}
",2
123,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i <= n) {
  }
  return result;
}
",2
124,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i + 1 <= n) {
    result *= n;
  }
  return result;
}
",2
125,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (0 < i) {
    result *= n;
  }
  return result;
}
",2
126,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 0;
  let result = 1;
  while (i <= n - 1) {
    result /= i + 1;
    i++;
  }
  return result;
}
",2
127,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i <= n) {
    result += i;
    i++;
  }
  return result;
}
",2
128,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = n;
  while (i - 1 >= 0) {
    result += n;
  }
  return result;
}
",2
129,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (0 <= i - 1) {
    result -= i;
    i--;
  }
  return result;
}
",2
130,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (n > i - 1) {
    result /= i;
  }
  return result;
}
",2
131,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 2;
  while (i <= n) {
    result /= n;
    i++;
  }
  return result;
}
",2
132,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result /= i + 1;
    i++;
  }
  return result;
}
",2
133,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    i++;
  }
  return result;
}
",2
134,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (i > 0) {
    result /= n;
    i--;
  }
  return result;
}
",2
135,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 1;
  let result = 1;
  while (n >= i) {
    result += n;
  }
  return result;
}
",2
136,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 2;
  while (n + 1 > i) {
    result += n;
  }
  return result;
}
",2
137,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 0;
  while (n >= i + 1) {
    result += i + 1;
    i++;
  }
  return result;
}
",2
138,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (1 <= i) {
    result -= i;
  }
  return result;
}
",2
139,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = n;
  while (0 <= i - 1) {
    result += i;
    i--;
  }
  return result;
}
",2
140,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  while (0 <= n - 1) {
    result /= n;
    n--;
  }
  return result;
}
",2
141,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = n;
  let result = 1;
  while (i > 0) {
    result += i;
    i--;
  }
  return result;
}
",2
142,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 2;
  while (n + 1 > i) {
    result /= n;
    i++;
  }
  return result;
}
",2
143,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let i = 2;
  let result = 1;
  while (i - 1 < n) {
    result += i;
  }
  return result;
}
",2
144,1,"Write a JavaScript function that returns the factorial of a number using a ""while"" loop.
","function factorial(n) {
  let result = 1;
  let i = 1;
  while (n >= i) {
    result /= i;
    i++;
  }
  return result;
}
",2
